"ipa","syl","son","cons","cont","delrel","lat","nas","strid","voi","sg","cg","ant","cor","distr","lab","hi","lo","back","round","velaric","tense","long"
"ⁿǃˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","1","-1"
"ⁿtˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1"
"ⁿdˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1"
"ⁿǃːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","1","1","1"
"ⁿtːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","1"
"ⁿdːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","1"
"ⁿǃʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","-1"
"ⁿtʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿtʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿǃʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","-1"
"ⁿǃʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","-1"
"ⁿtʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿdʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿdʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿdʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿǃʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","1"
"ⁿtʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿǃːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","1","1","1"
"ⁿtːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿdʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿdːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿǀ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǀ̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǀ̻⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǃ̻⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǀ̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǀː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","1","1"
"ⁿt̪ʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","-1"
"ⁿǀʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","1","-1"
"ⁿd̪ʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","-1"
"ⁿǀːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1"
"ⁿt̪ːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1"
"ⁿǀʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","1","1","1"
"ⁿt̪ʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1"
"ⁿd̪ːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1"
"ⁿd̪ʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","1","1"
"ⁿǀᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","1","1","1","-1"
"ⁿt̪ᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","1","-1"
"ⁿd̪ᶣ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","-1","1","-1","1","-1"
"ⁿǀˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","-1","1","1","-1"
"ⁿt̪ˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","1","-1"
"ⁿd̪ˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","1","-1"
"ⁿǀːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","-1","1","1","1"
"ⁿt̪ːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","1","1"
"ⁿd̪ːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","1","-1","-1","1","1"
"ⁿǀʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","1","1","-1"
"ⁿt̪ʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1"
"ⁿǀʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","1","1","-1"
"ⁿt̪ʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1"
"ⁿǀʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","1","1","-1"
"ⁿt̪ʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1"
"ⁿd̪ʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1"
"ⁿd̪ʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1"
"ⁿd̪ʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","-1"
"ⁿǀʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","1","1","1"
"ⁿt̪ʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","1"
"ⁿǀːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","1","1","1"
"ⁿt̪ːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","1"
"ⁿd̪ʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","1"
"ⁿd̪ːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","1","1"
"ⁿʘ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","1","-1"
"ⁿk͡p⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","-1"
"ⁿʘ̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","1","-1"
"ⁿk͡p̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","-1"
"ⁿʘ̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","1","-1"
"ⁿk͡p̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","-1"
"ⁿɡ͡b⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","-1"
"ⁿɡ͡b̟⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","-1"
"ⁿɡ͡b̠⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","-1"
"ⁿʘː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","1","1"
"ⁿk͡pː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","1"
"ⁿɡ͡bː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","1","1"
"ⁿʘʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","1","1","-1"
"ⁿk͡pʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","1","-1"
"ⁿɡ͡bʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","1","-1"
"ⁿʘːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","1","1","1"
"ⁿk͡pːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿʘʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","1","1","1"
"ⁿk͡pʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿɡ͡bːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿɡ͡bʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿk͡pˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","1","-1"
"ⁿʘˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","1","1","-1"
"ⁿɡ͡bˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","1","-1"
"ⁿk͡pːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","1","1"
"ⁿʘːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","1","1","1"
"ⁿɡ͡bːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","1","1"
"ⁿʘʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","1","-1"
"ⁿk͡pʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿk͡pʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿʘʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","1","-1"
"ⁿʘʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","1","-1"
"ⁿk͡pʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿɡ͡bʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿɡ͡bʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿɡ͡bʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿʘʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","1","1"
"ⁿk͡pʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿʘːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","1","1"
"ⁿk͡pːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿɡ͡bʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿɡ͡bːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿpʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","-1"
"ⁿbʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","-1"
"ⁿpːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿpʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿbːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿbʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","1"
"ⁿpˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","1","-1"
"ⁿbˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","1","-1"
"ⁿpːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","1","1"
"ⁿbːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","1","1"
"ⁿpʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿpʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿpʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿbʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿbʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿbʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"ⁿpʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿpːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿbʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿbːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","1","1"
"ⁿǃ̼⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","0","-1","1","1","-1"
"ⁿp͡tʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","-1"
"ⁿb͡dʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","-1"
"ⁿp͡tːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","1"
"ⁿp͡tʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","1"
"ⁿb͡dːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","1"
"ⁿb͡dʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","1","1"
"ⁿp͡tˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","1","-1"
"ⁿb͡dˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","1","-1"
"ⁿp͡tːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","1","1"
"ⁿb͡dːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","1","1"
"ⁿp͡tʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","-1"
"ⁿp͡tʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","-1"
"ⁿp͡tʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","-1"
"ⁿb͡dʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","-1"
"ⁿb͡dʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","-1"
"ⁿb͡dʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","-1"
"ⁿp͡tʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","1"
"ⁿp͡tːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","1"
"ⁿb͡dʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","1"
"ⁿb͡dːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","1","1"
"ⁿǀ̼⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","1","1","-1","0","-1","1","1","-1"
"ⁿcˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"ⁿkˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"ⁿɡˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"ⁿɟˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"ⁿcˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿkˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿcːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿkːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿɡˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿɟˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿɡːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿɟːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","1"
"ⁿcʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ⁿkʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ⁿqʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ⁿɡʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ⁿɟʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ⁿɢʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ⁿʈʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1"
"ⁿɖʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1"
"ⁿǂˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","1","-1"
"ⁿǂˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","1","1"
"ⁿǂːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","1","1"
"ⁿǂʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","1","1","1","1","1","-1"
"ⁿǃˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","-1"
"ⁿǃˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","1"
"ⁿǃːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","1","1"
"ⁿǃʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","1","1","1","1","1","-1"
"ⁿtʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"ⁿdʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"ⁿǀˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","-1"
"ⁿǀˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","1"
"ⁿǀːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","1","1","-1","1","1","1"
"ⁿǀʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","1","1","1","1","1","-1"
"ⁿt̪ʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"ⁿd̪ʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"ⁿʘˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","-1","1","1","-1"
"ⁿk͡pˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","-1","-1","1","-1"
"ⁿɡ͡bˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","1","1","-1","-1","1","-1"
"ⁿʘˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","-1","1","1","1"
"ⁿk͡pˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","-1","-1","1","1"
"ⁿʘːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","-1","1","1","1"
"ⁿk͡pːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","-1","-1","1","1"
"ⁿɡ͡bˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","1","1","-1","-1","1","1"
"ⁿɡ͡bːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","1","1","-1","-1","1","1"
"ⁿk͡pʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","1","-1","1","-1"
"ⁿʘʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","0","-1","0","1","1","1","1","1","1","1","-1"
"ⁿɡ͡bʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","0","-1","0","1","1","1","1","1","-1","1","-1"
"ⁿpʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","1","1","1","1","-1","1","-1"
"ⁿbʷˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","1","1","1","1","-1","1","-1"
"ⁿp͡tʷˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","1","1","1","1","-1","1","-1"
