"ipa","syl","son","cons","cont","delrel","lat","nas","strid","voi","sg","cg","ant","cor","distr","lab","hi","lo","back","round","velaric","tense","long"
"d͡ʒʷʰː⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","-1","1","1","-1","1","1"
"ɟ͡ʝʷʰː⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","-1","1","1","-1","1","1"
"d͡ʑʷʰː⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","-1","1","1","-1","1","1"
"t͡sʰʲ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"t͡sʲʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"d͡zʰʲ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"d͡z̤ʲ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"d͡zʲʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"t͡sʰᶣ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","-1"
"d͡zʰᶣ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","-1"
"t͡sʰˠ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1"
"d͡zʰˠ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1"
"d͡z̤ˠ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","-1","-1","1","-1"
"t͡sʲʷʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"t͡sʷʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"t͡sʰʷ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"t͡sʷˠʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"d͡zʷʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"d͡zʰʷ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"d͡zʷˠʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"d͡z̤ʷ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"d͡zʲʷʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","-1"
"t͡sʷʰː⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1"
"d͡zʷʰː⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","-1","1","1","-1","1","1"
"p͡fʰʲ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","-1"
"p͡fʲʰ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","-1"
"b͡vʰʲ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","-1"
"b͡v̤ʲ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","-1"
"b͡vʲʰ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","-1","-1","-1","1","-1"
"p͡fʰˠ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","1","-1","-1","1","-1"
"b͡vʰˠ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","-1","-1","1","-1"
"b͡v̤ˠ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","-1","-1","1","-1"
"p͡fʲʷʰ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"p͡fʷʰ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"p͡fʰʷ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"p͡fʷˠʰ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"b͡vʷʰ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"b͡vʰʷ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"b͡vʷˠʰ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"b͡v̤ʷ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"b͡vʲʷʰ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","-1"
"p͡fʷʰː⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","1"
"b͡vʷʰː⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","-1","1","1","-1","1","1"
"k͡xˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"k͡xʰˤ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"ɡ͡ɣˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"ɡ͡ɣʰˤ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"ɡ͡ɣ̤ˤ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"k͡xʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"q͡χʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ɡ͡ɣʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ɢ͡ʁʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","-1","0","-1","1","1","1","1","-1","1","-1"
"ʈ͡ʂʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1"
"ɖ͡ʐʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1"
"c͡çˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"t͡ɕˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"c͡çʰˤ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"t͡ɕʰˤ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"ɟ͡ʝˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"d͡ʑˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"ɟ͡ʝʰˤ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"d͡ʑʰˤ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"ɟ͡ʝ̤ˤ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"d͡ʑ̤ˤ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"c͡çʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"t͡ʃʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"t͡ɕʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"d͡ʒʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"ɟ͡ʝʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"d͡ʑʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","1","-1","1","1","1","1","-1","1","-1"
"t͡sʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"d͡zʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"t̪͡s̪ʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"t̪͡θʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","-1","1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"d̪͡z̪ʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"d̪͡ðʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","0","1","1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"p͡ɸʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","-1","-1","1","-1","1","-1","0","1","1","1","1","1","-1","1","-1"
"p͡fʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","1","-1","1","-1","1","-1","0","1","1","1","1","1","-1","1","-1"
"b͡βʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","-1","1","1","-1","1","-1","0","1","1","1","1","1","-1","1","-1"
"b͡vʷˤʰ⁺","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","-1","0","1","1","1","1","1","-1","1","-1"
"d͡ɮ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮ̟⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮ̠⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮ̺⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","1"
"d͡ɮ̻⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪̺⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬ̺⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬ̟⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬ̠⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̟⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̠⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̺⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"d̪͡ɮ̪ː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"t̪͡ɬ̪⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪̻⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬ̻⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪̟⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪̠⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̻⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪ː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","1"
"d͡ɮˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d͡ɮˤː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","1"
"d͡ɮːˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","1"
"t͡ɬˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d̪͡ɮ̪ˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"t͡ɬˤː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","1","1","-1","-1","1","1"
"t͡ɬːˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","0","1","1","-1","-1","1","1"
"d̪͡ɮ̪ˤː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","1","1","-1","-1","1","1"
"d̪͡ɮ̪ːˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","0","1","1","-1","-1","1","1"
"t̪͡ɬ̪ˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","1","1","-1","-1","1","-1"
"t̪͡ɬ̪ˤː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","1","1","-1","-1","1","1"
"t̪͡ɬ̪ːˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","0","1","1","-1","-1","1","1"
"ʈˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ɖˡ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"tˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"dˡ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"t̪ˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"d̪ˡ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"p͡tˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"b͡dˡ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"d͡ɮʲ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d͡ɮːʲ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","-1","-1","-1","1","1"
"d͡ɮʲː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","-1","-1","-1","1","1"
"d͡ɮᶣ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","-1","1","-1","1","-1"
"d͡ɮˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","1","-1","-1","1","-1"
"d͡ɮːˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","1","-1","-1","1","1"
"d͡ɮʷˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮʲʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮːʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","1","1","-1","1","1"
"d͡ɮʷː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","0","1","1","-1","1","1"
"t͡ɬʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d̪͡ɮ̪ʲ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"t͡ɬːʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","1"
"t͡ɬʲː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","1"
"d̪͡ɮ̪ːʲ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","1"
"d̪͡ɮ̪ʲː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","1"
"t͡ɬᶣ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","-1","1","-1","1","-1"
"d̪͡ɮ̪ᶣ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","-1","1","-1","1","-1"
"t͡ɬˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","1","-1","-1","1","-1"
"d̪͡ɮ̪ˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","1","-1","-1","1","-1"
"t͡ɬːˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","1","-1","-1","1","1"
"d̪͡ɮ̪ːˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","1","-1","-1","1","1"
"t͡ɬʷˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʲʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʷˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʲʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","1"
"t͡ɬːʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","1"
"d̪͡ɮ̪ːʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","1"
"d̪͡ɮ̪ʷː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","0","1","1","-1","1","1"
"t̪͡ɬ̪ʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","-1","-1","-1","1","-1"
"t̪͡ɬ̪ːʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","-1","-1","-1","1","1"
"t̪͡ɬ̪ʲː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","-1","-1","-1","1","1"
"t̪͡ɬ̪ᶣ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","-1","1","-1","1","-1"
"t̪͡ɬ̪ˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","1","-1","-1","1","-1"
"t̪͡ɬ̪ːˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","1","-1","-1","1","1"
"t̪͡ɬ̪ʷˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʲʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʷː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","1","1","-1","1","1"
"t̪͡ɬ̪ːʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","0","1","1","-1","1","1"
"ǂˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","-1","1","1","-1","1","-1","0","-1","1","1","-1"
"ǃˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ǁˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ǀˡ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","-1","0","-1","1","1","-1"
"d͡ɮʷˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1"
"t͡ɬʷˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"d̪͡ɮ̪ʷˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"t̪͡ɬ̪ʷˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"d͡ɮ̰⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮˀ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"ʔ͡d͡ɮ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮ̰ː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","0","0","0","-1","-1","1","1"
"t͡ɬˀ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"ʔ͡t͡ɬ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̰⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪ˀ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"ʔ͡d̪͡ɮ̪⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬʼː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"d̪͡ɮ̪̰ː⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"t̪͡ɬ̪ˀ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"ʔ͡t̪͡ɬ̪⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪ʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪ʼː⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","0","0","0","-1","-1","1","1"
